HOLEID,SAMPFROM,SAMPTO,OT_Length,DIP,AZIMUTH,EastT,NorthT,ElevT,EastM,NorthM,ElevM,EastB,NorthB,ElevB,Zn_pct_BEST,SG_Calc_D,Abbrv,OT_OreZone,Ag_ppm_BEST,As_pct_BEST,Cd_ppm_BEST,Co_ppm_BEST,Cu_ppm_BEST,Fe_pct_BEST,Mg_pct_BEST,Ni_ppm_BEST,Pb_pct_BEST,TOTAL_SULPHIDE_D,group,name,Oretyp
DNC-596,9.3,10.3,1,0,0,220611.7326,167417.7962,938.6528205,220611.6899,167417.3898,938.9410367,220611.6472,167416.9835,939.2292529,16.68,3.37,L_MS,MSA,0,0.1701,0,60,25,8.39,5.620892,89,4.99,48.65,DDH,DDH,MS
DNC-596,10.3,11.3,1,0,0,220611.6472,167416.9835,939.2292529,220611.6045,167416.5772,939.517469,220611.5618,167416.1708,939.8056852,13.41605053,3.497272727,L_MS,MSA,0,0.160566502,0,60,25,13.07305794,5.980793917,97,3.403509511,52.01219544,DDH,DDH,MS
DNC-596,11.3,12.7,1.4,0,0,220611.5618,167416.1708,939.8056852,220611.502,167415.602,940.2091878,220611.4422,167415.0331,940.6126904,5.666976127,3.833333333,L_MS,MSA,0,0.201409284,0,68,25,26.48572944,5.520364668,140,0.635251989,66.07785146,DDH,DDH,MS
DNC-596,12.7,13.475,0.775,0,0,220611.4422,167415.0331,940.6126904,220611.4091,167414.7182,940.8360579,220611.376,167414.4033,941.0594255,1.21,3.26,L_VS,DSH,0,0.0971,0,10,25,16.36,9.734034,10,0.26,37.25,DDH,DDH,DSM
DNC-597,3.4,4.4,1,0,0,220618.9427,167433.1717,931.4950056,220619.0375,167433.6595,931.4392712,220619.1323,167434.1472,931.3835367,0.241302436,2.996969697,S_DS,DSF,0,0.061346346,0,10,25,7.5482341,6.909151141,10,0.01,16.59008457,DDH,DDH,DSM
DNC-597,4.4,5.4,1,0,0,220619.1323,167434.1472,931.3835367,220619.2271,167434.635,931.3278022,220619.3219,167435.1228,931.2720678,0.678623705,3.108484848,L_VS,DSF,0,0.074232934,0,10,25,11.79873057,8.935479211,10,0.027794689,26.39385687,DDH,DDH,DSM
DNC-597,5.4,5.9875,0.5875,0,0,220619.3219,167435.1228,931.2720678,220619.3776,167435.4093,931.2393238,220619.4333,167435.6959,931.2065798,1.02,3.14,L_VS,DSF,0,0.0904,0,10,25,13.19,9.094748,10,0.06,29.93,DDH,DDH,DSM
DNC-598,0.05,1.05,1,0,0,220618.799,167427.049,937.123,220618.799,167427.049,937.623,220618.799,167427.049,938.123,3.64,3.11,L_VS,DSH,0,0.0534,0,10,25,10.76,11.09704,10,0.32,28.91,DDH,DDH,DSM
DNC-598,1.05,1.7,0.65,0,0,220618.799,167427.049,938.123,220618.799,167427.049,938.448,220618.799,167427.049,938.773,3.64,3.11,L_VS,DSH,0,0.0534,0,10,25,10.76,11.09704,10,0.32,28.91,DDH,DDH,DSM
DNC-598,1.7,2.7,1,0,0,220618.799,167427.049,938.773,220618.799,167427.049,939.273,220618.799,167427.049,939.773,3.44,2.84,L_DS,HOSTH,0,0.0372,0,10,25,1.49,12.821906,10,0.67,9.1,DDH,DDH,HOST
DNC-598,2.7,3.7,1,0,0,220618.799,167427.049,939.773,220618.799,167427.049,940.273,220618.799,167427.049,940.773,3.607283073,2.809230769,L_DS,HOSTH,0,0.029811664,0,10,25,0.461906117,13.03209021,10,0.370284495,6.792887624,DDH,DDH,HOST
DNC-598,3.7,4.4875,0.7875,0,0,220618.799,167427.049,940.773,220618.799,167427.049,941.16675,220618.799,167427.049,941.5605,3.68,2.8,L_DS,HOSTH,0,0.0266,0,10,25,0.015,13.123456,10,0.24,5.79,DDH,DDH,HOST
DNC-599,3.65,4.5,0.85,0,0,220613.5532,167422.5106,936.0266248,220613.6353,167422.1812,936.2823962,220613.7174,167421.8519,936.5381676,1.07,2.79,W_LLL,DSF,0,0.0431,0,10,25,1.11,11.446838,10,0.01,3.99,DDH,DDH,DSM
DNC-599,4.5,5.5,1,0,0,220613.7174,167421.8519,936.5381676,220613.814,167421.4644,936.8390751,220613.9106,167421.077,937.1399826,19.39,3.79,L_MS,MSA,0,0.1241,0,173,25,11.47,3.715096,50,11.78,67.15,DDH,DDH,MS
DNC-599,5.5,6.5,1,0,0,220613.9106,167421.077,937.1399826,220614.0072,167420.6895,937.4408901,220614.1038,167420.3021,937.7417977,18.06786897,3.614,L_MS,MSA,0,0.181860138,0,185,25,12.97678621,4.454563149,55,6.055689655,61.80238621,DDH,DDH,MS
DNC-599,6.5,7.5,1,0,0,220614.1038,167420.3021,937.7417977,220614.2005,167419.9146,938.0427052,220614.2971,167419.5272,938.3436127,13.27879296,3.579090909,L_MS,MSA,0,0.413138894,0,274,25,17.57013412,4.813971499,264,1.860393965,59.68493713,DDH,DDH,MS
DNC-599,7.5,8.5,1,0,0,220614.2971,167419.5272,938.3436127,220614.3937,167419.1397,938.6445202,220614.4903,167418.7522,938.9454277,11.2137799,3.78,L_MS,MSA,0,0.571614514,0,223,25,22.53572568,4.001736829,241,1.9415311,67.36960128,DDH,DDH,MS
DNC-599,8.5,9.5,1,0,0,220614.4903,167418.7522,938.9454277,220614.5869,167418.3648,939.2463352,220614.6835,167417.9773,939.5472427,10.14387013,3.853333333,L_MS,MSA,0,0.521580519,0,168,25,25.2272987,4.283592158,263,1.573714286,71.13176623,DDH,DDH,MS
DNC-599,9.5,10.5,1,0,0,220614.6835,167417.9773,939.5472427,220614.7801,167417.5899,939.8481502,220614.8767,167417.2024,940.1490577,9.033262207,3.714054054,L_MS,MSA,0,0.397374905,0,126,25,25.69408823,5.2117014,273,0.971439979,69.78260636,DDH,DDH,MS
DNC-599,10.5,11.45,0.95,0,0,220614.8767,167417.2024,940.1490577,220614.9685,167416.8343,940.4349199,220615.0602,167416.4663,940.720782,4.91,3.59,L_MS,MSA,0,0.2711,0,58,25,23.16,7.164828,86,0.31,57.43,DDH,DDH,MS
DNC-599,11.45,12.45,1,0,0,220615.0602,167416.4663,940.720782,220615.1568,167416.0788,941.0216895,220615.2534,167415.6913,941.322597,3.96,2.84,W_DS,DSH,0,0.0347,0,10,25,1.65,12.514325,10,0.05,9.5,DDH,DDH,DSM
DNC-599,12.45,13.45,1,0,0,220615.2534,167415.6913,941.322597,220615.35,167415.3039,941.6235045,220615.4466,167414.9164,941.9244121,3.126769096,2.848,W_DS,DSH,0,0.045434416,0,10,25,2.107901668,12.31512727,10,0.200131694,9.417427568,DDH,DDH,DSM
DNC-599,13.45,14.45,1,0,0,220615.4466,167414.9164,941.9244121,220615.5432,167414.529,942.2253196,220615.6398,167414.1415,942.5262271,1.890701169,3.043333333,W_DS,DSH,0,0.07070217,0,10,25,7.989582638,10.59550043,10,0.150400668,20.15721202,DDH,DDH,DSM
DNC-599,14.45,15.2,0.75,0,0,220615.6398,167414.1415,942.5262271,220615.7123,167413.8509,942.7519077,220615.7848,167413.5603,942.9775884,1.02,3.14,W_DS,DSH,0,0.0904,0,10,25,13.19,9.094748,10,0.06,29.93,DDH,DDH,DSM
DNC-601,1.025,2.025,1,0,0,220625.9117,167422.5292,937.2516765,220626.0711,167422.1712,937.5622504,220626.2305,167421.8132,937.8728243,3.550751271,3.353508772,L_MS,MSA,0,0.224561026,0,3,15,14.84917784,4.255906802,16,0.172739251,37.39484898,DDH,DDH,MS
DNC-601,2.025,3.025,1,0,0,220626.2305,167421.8132,937.8728243,220626.3899,167421.4553,938.1833981,220626.5492,167421.0973,938.493972,4.202677947,3.567894737,L_MS,MSA,0,0.33689879,0,8,25,23.10152916,7.254734262,31,0.30425395,56.24632918,DDH,DDH,MS
DNC-601,3.025,4.025,1,0,0,220626.5492,167421.0973,938.493972,220626.7086,167420.7393,938.8045459,220626.868,167420.3813,939.1151198,2.731457412,3.46641791,L_MS,MSA,0,0.250371672,0,32,25,22.13137609,7.99560836,210,0.298376373,51.96207662,DDH,DDH,MS
DNC-601,4.025,5.025,1,0,0,220626.868,167420.3813,939.1151198,220627.0274,167420.0234,939.4256937,220627.1868,167419.6654,939.7362676,1.759031445,3.338358209,L_VS,MSA,0,0.079856185,0,57,25,19.27745921,8.865073082,406,0.172905666,44.2372916,DDH,DDH,MS
DNC-601,5.025,6.025,1,0,0,220627.1868,167419.6654,939.7362676,220627.3461,167419.3074,940.0468415,220627.5055,167418.9495,940.3574154,1.805014817,3.295063291,L_VS,MSA,0,0.066613722,0,10,25,17.27050148,9.395844335,10,0.055767039,39.85529519,DDH,DDH,MS
DNC-601,6.025,7.025,1,0,0,220627.5055,167418.9495,940.3574154,220627.6649,167418.5915,940.6679893,220627.8243,167418.2335,940.9785632,2,3.3,L_VS,MSA,0,0.0827,0,10,25,17.29,9.378205,10,0.28,40.45,DDH,DDH,MS
DNC-601,7.025,8.2,1.175,0,0,220627.8243,167418.2335,940.9785632,220628.0115,167417.8129,941.3434875,220628.1988,167417.3923,941.7084118,1.519018405,3.086363636,L_VS,MSA,0,0.068957669,0,10,25,12.20533742,10.69737833,10,0.188384458,28.70030675,DDH,DDH,MS
DNC-601,8.2,8.975,0.775,0,0,220628.1988,167417.3923,941.7084118,220628.3223,167417.1149,941.9491066,220628.4458,167416.8374,942.1898013,1.11,2.76,W_BM,DSH,0,0.0425,0,10,25,0.015,13.310417,10,0.01,1.7,DDH,DDH,DSM
DNC-602,0,0.95,0.95,0,0,220612.167,167427.763,935.689,220612.167,167427.763,936.164,220612.167,167427.763,936.639,2.055086505,3.782608696,L_MS,MSA,0,0.208963322,0,27,22,28.98380623,4.129628125,155,0.531487889,65.9399308,DDH,DDH,MS
DNC-602,0.95,1.95,1,0,0,220612.167,167427.763,936.639,220612.167,167427.763,937.139,220612.167,167427.763,937.639,3.69,2.92,L_VS,DSH,0,0.0451,0,10,25,4.49,12.369581,10,0.19,15.37,DDH,DDH,DSM
DNC-602,1.95,2.5,0.55,0,0,220612.167,167427.763,937.639,220612.167,167427.763,937.914,220612.167,167427.763,938.189,3.69,2.92,L_VS,DSH,0,0.0451,0,10,25,4.49,12.369581,10,0.19,15.37,DDH,DDH,DSM
DNC-602,2.5,4,1.5,0,0,220612.167,167427.763,938.189,220612.167,167427.763,938.939,220612.167,167427.763,939.689,1.52,2.77,L_DS,HOSTH,0,0.037,0,10,25,0.015,13.720525,10,0.05,2.36,DDH,DDH,HOST
DNC-603,0,1,1,0,0,220598.646,167429.433,933.709,220598.646,167429.433,934.209,220598.646,167429.433,934.709,5.58,3.04,L_VS,DSH,0,0.0405,0,10,25,7.57,9.637538,10,0.54,25.2,DDH,DDH,DSM
DNC-603,1,1.8,0.8,0,0,220598.646,167429.433,934.709,220598.646,167429.433,935.109,220598.646,167429.433,935.509,3.806523089,3.383703704,L_VS,DSH,0,0.052510477,0,28,25,14.11957315,8.675971461,53,0.360896391,36.42031432,DDH,DDH,DSM
DNC-603,1.8,2.8,1,0,0,220598.646,167429.433,935.509,220598.646,167429.433,936.009,220598.646,167429.433,936.509,5.06,3.06,W_VS,HOSTH,0,0.0373,0,10,25,8.64,10.584405,10,0.14,26.26,DDH,DDH,HOST
DNC-603,2.8,3.8,1,0,0,220598.646,167429.433,936.509,220598.646,167429.433,937.009,220598.646,167429.433,937.509,3.731636364,2.851666667,W_VS,HOSTH,0,0.034784755,0,10,25,2.391188811,11.68418948,10,0.14,10.86198601,DDH,DDH,HOST
DNC-603,3.8,4.4875,0.6875,0,0,220598.646,167429.433,937.509,220598.646,167429.433,937.85275,220598.646,167429.433,938.1965,3.37,2.81,W_VS,HOSTH,0,0.0341,0,10,25,0.69,11.983597,10,0.14,6.67,DDH,DDH,HOST
DSC-001,0,1,1,0,0,220619.6,166742.4,968.37,220619.6,166742.4,967.87,220619.6,166742.4,967.37,26.13,3.81,L_MS,MSA,401,0.267,1202,287,97,15.57,0.09,132,2.9,75.74,DDH,DDH,MS
DSC-001,1,2,1,0,0,220619.6,166742.4,967.37,220619.6,166742.4,966.87,220619.6,166742.4,966.37,27.34,3.86,L_MS,MSA,308,0.308,1060,291,106,14.17,0.03,157,5.24,77.24,DDH,DDH,MS
DSC-001,2,3,1,0,0,220619.6,166742.4,966.37,220619.6,166742.4,965.87,220619.6,166742.4,965.37,26.69504389,3.420869565,L_DS,MSA,302.7996808,0.372008779,1101,761,189,14.72071828,1.403240223,343,2.403200319,74.18753392,DDH,DDH,MS
DSC-001,3,4,1,0,0,220619.6,166742.4,965.37,220619.6,166742.4,964.87,220619.6,166742.4,964.37,15.60689189,3.518571429,L_MS,MSA,149.6993243,0.257581081,463,363,227,12.1214527,3.852736486,601,6.366047297,56.6547973,DDH,DDH,MS
DSC-001,4,4.75,0.75,0,0,220619.6,166742.4,964.37,220619.6,166742.4,963.995,220619.6,166742.4,963.62,14.34,3.93,L_MS,MSA,119,0.398,414,468,181,21.45,0.22,973,5.72,74.06,DDH,DDH,MS
DSC-001,6.1,7.1,1,0,0,220619.6,166742.4,962.27,220619.6,166742.4,961.77,220619.6,166742.4,961.27,0.3,2.88,F_FZ,HOSTABL,5,0.023,9,27,22,4.74,0.72,45,0.1,10.75,DDH,DDH,HOST
DSC-001,7.1,8.1,1,0,0,220619.6,166742.4,961.27,220619.6,166742.4,960.77,220619.6,166742.4,960.27,0.2,2.79,F_FZ,HOSTABL,5,0.004,8,27,18,1.26,0.88,40,0.1,3.12,DDH,DDH,HOST
DSC-001,8.1,9.1,1,0,0,220619.6,166742.4,960.27,220619.6,166742.4,959.77,220619.6,166742.4,959.27,0.05,2.78,F_FZ,HOSTABL,3,0.002,4,22,16,1.1,0.77,31,0.02,2.46,DDH,DDH,HOST
DSC-001,9.1,10.1,1,0,0,220619.6,166742.4,959.27,220619.6,166742.4,958.77,220619.6,166742.4,958.27,0.06,2.79,F_FZ,HOSTABL,3,0.003,3,24,26,1.7,0.94,44,0.02,3.76,DDH,DDH,HOST
DSC-001,10.1,11.1,1,0,0,220619.6,166742.4,958.27,220619.6,166742.4,957.77,220619.6,166742.4,957.27,0.04,2.8,S_ABL,HOSTABL,2,0.003,3,23,19,1.77,1.1,34,0.02,3.89,DDH,DDH,HOST
DSC-001,16.1,17.1,1,0,0,220619.6,166742.4,952.27,220619.6,166742.4,951.77,220619.6,166742.4,951.27,0.065469314,2.776666667,S_ABL,HOSTABL,3.02166065,0.002518051,6,11,9,0.433104693,0.871245487,15,0.392815884,1.480613718,DDH,DDH,HOST
DSC-001,17.1,18.1,1,0,0,220619.6,166742.4,951.27,220619.6,166742.4,950.77,220619.6,166742.4,950.27,0.114919786,2.81,S_ABL,HOSTABL,6.502673797,0.003994652,12,22,17,0.633796791,1.207219251,22,1.735080214,3.53315508,DDH,DDH,HOST
DSC-001,18.1,19.1,1,0,0,220619.6,166742.4,950.27,220619.6,166742.4,949.77,220619.6,166742.4,949.27,0.090089445,2.786666667,S_ABL,HOSTABL,6.504472272,0.002504472,11,22,17,0.380268336,0.576028623,14,1.624525939,2.82667263,DDH,DDH,HOST
DSC-001,19.1,20.1,1,0,0,220619.6,166742.4,949.27,220619.6,166742.4,948.77,220619.6,166742.4,948.27,0.28198315,2.941052632,S_DS,HOSTABL,45.21646144,0.035756967,51,28,112,0.925048607,0.763784835,27,13.94260531,18.50938432,DDH,DDH,HOST
DSC-001,20.1,21.1,1,0,0,220619.6,166742.4,948.27,220619.6,166742.4,947.77,220619.6,166742.4,947.27,0.136813778,2.816842105,S_DS,HOSTABL,7.511302476,0.00310226,14,24,77,0.364886975,0.582615716,17,1.386663079,2.584833154,DDH,DDH,HOST
DSC-001,21.1,22,0.9,0,0,220619.6,166742.4,947.27,220619.6,166742.4,946.82,220619.6,166742.4,946.37,0.46,2.85,S_DS,HOSTABL,12,0.004,49,22,60,0.32,0.43,19,4.43,6.49,DDH,DDH,HOST
DSC-002,0,1,1,0,0,220616.118,166744.688,969.607,220616.0855,166745.0615,969.2761669,220616.052,166745.4357,968.9462891,30.18,4.29,L_MS,MSA,513,0.254,4,304,102,17.69,0.63,197,8.98,93.36,DDH,DDH,MS
DSC-002,1,2,1,0,0,220616.052,166745.4357,968.9462891,220616.0174,166745.8107,968.6173687,220615.9818,166746.1864,968.2894079,24.65,4.02,L_MS,MSA,33,0.25,47,251,10,20.86,1.74,134,2.28,84.19,DDH,DDH,MS
DSC-002,2,3,1,0,0,220615.9818,166746.1864,968.2894079,220615.9452,166746.5629,967.9624088,220615.9075,166746.9401,967.6363735,26.53,4.01,L_MS,MSA,345,0.27,78,269,24,20.27,0.03,152,1.85,85.23,DDH,DDH,MS
DSC-002,3,4,1,0,0,220615.9075,166746.9401,967.6363735,220615.8688,166747.3181,967.311304,220615.829,166747.6967,966.9872026,31.04,4.38,L_MS,MSA,234,0.303,6,227,27,27,0.03,139,1.39,105.87,DDH,DDH,MS
DSC-002,4,5,1,0,0,220615.829,166747.6967,966.9872026,220615.7882,166748.0761,966.6640714,220615.7464,166748.4562,966.3419123,34.52,4.38,L_MS,MSA,255,0.263,838,262,175,18.92,0.03,183,6.5,99.6,DDH,DDH,MS
DSC-002,5,6,1,0,0,220615.7464,166748.4562,966.3419123,220615.7035,166748.8369,966.0207275,220615.6595,166749.2184,965.7005192,33.05,4.09,L_MS,MSA,279,0.393,830,560,297,16.47,0.04,444,4.53,89.87,DDH,DDH,MS
DSC-002,6,7,1,0,0,220615.6595,166749.2184,965.7005192,220615.6145,166749.6006,965.3812892,220615.5684,166749.9835,965.0630398,35.72,4.36,L_MS,MSA,293,0.293,1064,783,358,18.04,0.04,570,6.43,99.42,DDH,DDH,MS
DSC-002,7,8,1,0,0,220615.5684,166749.9835,965.0630398,220615.5213,166750.367,964.745773,220615.4731,166750.7513,964.4294908,33.49,4.25,L_MS,MSA,290,0.434,919,929,342,17.13,0.04,778,6.72,94.48,DDH,DDH,MS
DSC-002,8,9,1,0,0,220615.4731,166750.7513,964.4294908,220615.4238,166751.1362,964.1141953,220615.3734,166751.5218,963.7998886,22.23618132,3.41,L_MS,MSA,191.021978,0.424070055,588,1136,235,8.303489011,4.009258242,1495,9.894711538,62.40843407,DDH,DDH,MS
DSC-002,9,10,1,0,0,220615.3734,166751.5218,963.7998886,220615.322,166751.908,963.4865726,220615.2695,166752.2949,963.1742494,2.163241852,2.903333333,W_BM,MSA,32.02401372,0.112012007,52,192,65,2.06806175,9.854939966,274,3.98464837,12.26833619,DDH,DDH,MS
DSC-002,10,11,1,0,0,220615.2695,166752.2949,963.1742494,220615.2159,166752.6825,962.862921,220615.1613,166753.0707,962.5525895,20.29669109,4.364615385,L_MS,MSA,237.7019617,0.562214606,672,1548,250,7.5158355,2.196513827,1970,26.53625148,77.04492555,DDH,DDH,MS
DSC-002,11,12,1,0,0,220615.1613,166753.0707,962.5525895,220615.1055,166753.4595,962.2432568,220615.0487,166753.849,961.934925,19.34083151,4.533076923,L_MS,MSA,247.2615182,0.658864414,264,1933,279,9.123516893,0.147990347,2513,31.62854761,84.95140193,DDH,DDH,MS
DSC-002,12,13,1,0,0,220615.0487,166753.849,961.934925,220614.9908,166754.2391,961.627596,220614.9318,166754.6299,961.3212719,15.64117634,4.426923077,L_MS,MSA,272.4075412,0.716364868,338,2157,284,9.762833597,0.054113795,3143,30.60812373,79.63103409,DDH,DDH,MS
DSC-002,13,14,1,0,0,220614.9318,166754.6299,961.3212719,220614.8717,166755.0212,961.0159545,220614.8105,166755.4132,960.711646,27.78564055,4.336666667,L_MS,MSA,409.8543779,0.649442396,880,1599,381,14.05527189,0.03,2144,15.96469124,90.04578802,DDH,DDH,MS
DSC-002,14,15,1,0,0,220614.8105,166755.4132,960.711646,220614.7482,166755.8058,960.4083483,220614.6849,166756.199,960.1060633,34.0471537,4.211666667,L_MS,MSA,432.0493359,0.671113852,1059,1473,394,13.38855787,0.03,2030,10.42749526,91.54789374,DDH,DDH,MS
DSC-002,15,16,1,0,0,220614.6849,166756.199,960.1060633,220614.6204,166756.5928,959.804793,220614.5548,166756.9872,959.5045394,23.13220707,4.715,L_MS,MSA,307.6003409,0.643569237,357,1378,346,12.13674052,0.03,2557,27.84170856,92.6986536,DDH,DDH,MS
DSC-002,16,17,1,0,0,220614.5548,166756.9872,959.5045394,220614.4881,166757.3821,959.2053043,220614.4203,166757.7777,958.9070898,9.456918239,4.436666667,L_MS,MSA,203.4366577,1.156789757,218,2196,203,12.81398023,0.022165319,5023,30.92302785,77.33496855,DDH,DDH,MS
DSC-002,17,18,1,0,0,220614.4203,166757.7777,958.9070898,220614.3514,166758.1738,958.6098977,220614.2814,166758.5705,958.3137301,20.4226,4.818333333,L_MS,MSA,241.7383333,0.773175,686,1721,262,11.14328333,0.052733333,3168,32.5167,91.92805,DDH,DDH,MS
DSC-002,18,19,1,0,0,220614.2814,166758.5705,958.3137301,220614.2103,166758.9678,958.0185887,220614.138,166759.3656,957.7244756,22.08566778,4.146842105,L_MS,MSA,284.1875139,0.129331104,724,624,289,15.24565886,0.175736901,652,20.78990412,89.68165663,DDH,DDH,MS
DSC-002,19,19.8,0.8,0,0,220614.138,166759.3656,957.7244756,220614.0794,166759.6842,957.4899267,220614.0201,166760.0032,957.2560381,16.59,3.66,L_MS,MSA,162,0.036,551,282,164,6.23,0.68,270,16.53,57.2,DDH,DDH,MS
DSC-002,19.8,20.3,0.5,0,0,220614.0201,166760.0032,957.2560381,220613.9827,166760.2028,957.1101934,220613.945,166760.4025,956.9646072,0.62,2.83,W_LLL,DSF,15,0.005,11,49,32,2.54,7.15,78,0.49,6.95,DDH,DDH,DSM
DSC-002,20.3,20.8,0.5,0,0,220613.945,166760.4025,956.9646072,220613.907,166760.6023,956.8192798,220613.8687,166760.8023,956.6742114,0.62,2.83,W_LLL,HOSTF,15,0.005,11,49,32,2.54,7.15,78,0.49,6.95,DDH,DDH,HOST
DSC-003,0,1,1,0,0,220614.63,166744.65,969.54,220615.0115,166744.8811,969.3139989,220615.393,166745.1125,969.0884303,21.72,3.72,L_MS,MSA,356,0.296,985,448,45,14.8,2.89,249,4.42,69.27,DDH,DDH,MS
DSC-003,1,2,1,0,0,220615.393,166745.1125,969.0884303,220615.7747,166745.344,968.8632945,220616.1565,166745.5759,968.6385917,19.92758491,3.318888889,L_MS,MSA,304.5024259,0.245012399,865,282,31,15.92901887,1.995396226,184,3.711115903,68.20920755,DDH,DDH,MS
DSC-003,2,3,1,0,0,220616.1565,166745.5759,968.6385917,220616.5384,166745.8079,968.4143221,220616.9204,166746.0403,968.1904859,2.142917847,2.813333333,W_BM,MSA,22.21529745,0.030827195,75,46,23,1.727223796,8.827875354,46,0.404305949,7.372351275,DDH,DDH,MS
DSC-003,3,4,1,0,0,220616.9204,166746.0403,968.1904859,220617.3025,166746.2728,967.9670833,220617.6848,166746.5056,967.7441146,1.71,2.8,W_BM,MSA,15,0.018,66,29,33,1.15,9.83,34,0.26,5.32,DDH,DDH,MS
DSC-003,4,5,1,0,0,220617.6848,166746.5056,967.7441146,220618.0671,166746.7386,967.5215799,220618.4495,166746.9719,967.2994795,19.30019802,3.526470588,L_MS,MSA,177.1905941,0.202745875,542,150,129,12.89976073,3.944843234,373,5.90220297,63.29221122,DDH,DDH,MS
DSC-003,5,6,1,0,0,220618.4495,166746.9719,967.2994795,220618.8321,166747.2054,967.0778135,220619.2147,166747.4391,966.8565823,16.00751936,3.093529412,L_VS,MSA,186.9216476,0.097175906,578,78,139,4.249835862,7.589702694,134,5.591015794,39.44382781,DDH,DDH,MS
DSC-003,6,7,1,0,0,220619.2147,166747.4391,966.8565823,220619.5975,166747.6731,966.6357858,220619.9803,166747.9073,966.4154245,4.313208702,2.95,W_BM,MSA,38.15431679,0.040422842,123,58,32,4.5353569,9.971318831,72,0.711944256,16.99244052,DDH,DDH,MS
DSC-003,7,8,1,0,0,220619.9803,166747.9073,966.4154245,220620.3633,166748.1418,966.1954985,220620.7464,166748.3765,965.9760079,15.7983437,3.69,L_MS,MSA,159.4152411,0.192181182,497,179,55,18.85336703,2.664930016,228,6.342682737,71.3740902,DDH,DDH,MS
DSC-003,8,9,1,0,0,220620.7464,166748.3765,965.9760079,220621.1295,166748.6114,965.7569531,220621.5128,166748.8466,965.5383342,18.62327591,3.705294118,L_VS,MSA,171.712793,0.178038125,701,229,63,12.04007907,3.761544761,237,4.491426151,58.8105281,DDH,DDH,MS
DSC-003,9,10,1,0,0,220621.5128,166748.8466,965.5383342,220621.8962,166749.082,965.3201514,220622.2797,166749.3177,965.1024049,22.54381336,3.757647059,L_MS,MSA,236.7169223,0.242473876,786,412,80,16.08870548,1.623478035,423,5.612643618,74.64808162,DDH,DDH,MS
DSC-003,10,11.3,1.3,0,0,220622.2797,166749.3177,965.1024049,220622.7783,166749.6244,964.8199871,220623.2772,166749.9315,964.5383075,17.96235405,3.695,L_MS,MSA,202.7507847,0.246521657,532,420,75,16.69500942,1.800477087,434,3.012190835,66.11898933,DDH,DDH,MS
DSC-003,11.3,12.3,1,0,0,220623.2772,166749.9315,964.5383075,220623.661,166750.168,964.3221335,220624.045,166750.4047,964.1063967,1.54,2.82,W_BM,DSH,11,0.013,47,16,17,1.68,11.41,44,0.33,6.29,DDH,DDH,DSM
DSC-003,12.3,13.3,1,0,0,220624.045,166750.4047,964.1063967,220624.429,166750.6417,963.8910974,220624.8131,166750.8789,963.6762358,1.04,2.81,W_BM,DSH,9,0.013,36,19,20,1.72,8.71,53,0.23,5.51,DDH,DDH,DSM
DSC-003,13.3,14.3,1,0,0,220624.8131,166750.8789,963.6762358,220625.1974,166751.1164,963.461812,220625.5817,166751.3541,963.2478263,0.16,2.76,W_BM,HOSTH,0.5,0.03,7,5,13,0.36,11.3,26,0.03,1.05,DDH,DDH,HOST
DSC-003,16.3,17.3,1,0,0,220627.12,166752.3072,962.3962683,220627.5048,166752.546,962.184476,220627.8898,166752.7851,961.9731229,0.062539913,2.766666667,W_BM,HOSTH,0.403483309,0.001412192,2,0,3,0.236037736,2.34222061,5,0.010087083,0.611277213,DDH,DDH,HOST
DSC-003,17.3,18.1,0.8,0,0,220627.8898,166752.7851,961.9731229,220628.1978,166752.9766,961.8043569,220628.5058,166753.1682,961.6358722,0.31,2.78,W_BM,HOSTH,2,0.007,11,2,15,1.17,11.61,29,0.05,3.03,DDH,DDH,HOST
DSC-003,18.1,19.6,1.5,0,0,220628.5058,166753.1682,961.6358722,220629.0836,166753.5278,961.3207221,220629.6616,166753.888,961.0065623,7.05066432,3.055909091,L_VS,DSH,49.51341839,0.107844259,173,197,57,5.798301804,7.07683678,229,1.348644963,24.52509459,DDH,DDH,DSM
DSC-003,19.6,20.6,1,0,0,220629.6616,166753.888,961.0065623,220630.047,166754.1285,960.7976728,220630.4326,166754.3691,960.5892239,8.91,3.7,L_MS,MSA,69,0.121,193,324,77,22.18,1.79,763,2.25,63.53,DDH,DDH,MS
DSC-003,20.6,21.6,1,0,0,220630.4326,166754.3691,960.5892239,220630.8182,166754.61,960.3812157,220631.2039,166754.8511,960.1736486,24.96,4.14,L_MS,MSA,176,0.535,305,462,254,23.27,0.36,1423,1.75,89.21,DDH,DDH,MS
DSC-003,21.6,22.8,1.2,0,0,220631.2039,166754.8511,960.1736486,220631.6669,166755.1408,959.9251503,220632.13,166755.4308,959.6772877,37.41352345,3.973333333,L_MS,MSA,165.9074778,0.180202788,1015,193,297,7.824474018,0.124676806,237,9.296565272,83.31447402,DDH,DDH,MS
DSC-003,22.8,23.8,1,0,0,220632.13,166755.4308,959.6772877,220632.516,166755.6727,959.4712212,220632.9021,166755.9148,959.2655966,10.65,3,S_VS,DSF,24,0.048,229,71,63,2.97,0.4,90,1.51,24,DDH,DDH,DSM
