x,y,z,LITHO,Grade_pct,LITHODESC
71.5,26.5,9.5,1,0.619,Sandstone
76.5,26.5,9.5,1,0.776,Sandstone
80.5,26.5,9.5,1,0.069,Sandstone
95.5,26.5,9.5,2,1.115,Shale
98.5,26.5,9.5,2,2.795,Shale
10.5,27.5,9.5,2,1.127,Shale
14.5,27.5,9.5,1,0.839,Sandstone
23.5,27.5,9.5,2,0.575,Shale
27.5,27.5,9.5,2,2.181,Shale
28.5,27.5,9.5,2,0.988,Shale
29.5,27.5,9.5,2,1.745,Shale
32.5,27.5,9.5,2,5.328,Shale
43.5,27.5,9.5,2,0.659,Shale
60.5,27.5,9.5,2,3.501,Shale
61.5,27.5,9.5,2,2.853,Shale
96.5,27.5,9.5,2,3.775,Shale
19.5,28.5,9.5,2,0.075,Shale
34.5,28.5,9.5,2,4.078,Shale
39.5,28.5,9.5,2,0.79,Shale
56.5,28.5,9.5,2,1.089,Shale
66.5,28.5,9.5,2,0.392,Shale
81.5,28.5,9.5,2,0.722,Shale
85.5,28.5,9.5,2,0.401,Shale
91.5,28.5,9.5,2,1.572,Shale
92.5,28.5,9.5,2,1.915,Shale
3.5,29.5,9.5,2,0.773,Shale
36.5,29.5,9.5,2,1.391,Shale
8.5,30.5,9.5,2,1.25,Shale
9.5,30.5,9.5,2,2.081,Shale
41.5,30.5,9.5,2,1.123,Shale
43.5,30.5,9.5,2,2.024,Shale
62.5,30.5,9.5,2,2.393,Shale
71.5,30.5,9.5,1,0.714,Sandstone
73.5,30.5,9.5,2,0.608,Shale
89.5,30.5,9.5,2,0.488,Shale
13.5,31.5,9.5,1,0.869,Sandstone
23.5,31.5,9.5,2,0.181,Shale
25.5,31.5,9.5,2,1.177,Shale
26.5,31.5,9.5,2,0.697,Shale
32.5,31.5,9.5,2,0.86,Shale
35.5,31.5,9.5,2,0.849,Shale
38.5,31.5,9.5,2,2.274,Shale
45.5,31.5,9.5,2,4.872,Shale
46.5,31.5,9.5,2,1.88,Shale
55.5,31.5,9.5,2,1.549,Shale
68.5,31.5,9.5,2,2.674,Shale
70.5,31.5,9.5,2,1.742,Shale
22.5,32.5,9.5,2,0.284,Shale
33.5,32.5,9.5,2,0.408,Shale
36.5,32.5,9.5,2,2.183,Shale
42.5,32.5,9.5,2,0.819,Shale
44.5,32.5,9.5,2,1.042,Shale
59.5,32.5,9.5,2,4.305,Shale
66.5,32.5,9.5,2,0.565,Shale
68.5,32.5,9.5,2,1.694,Shale
83.5,32.5,9.5,2,1.363,Shale
88.5,32.5,9.5,2,0.189,Shale
26.5,33.5,9.5,2,0.8,Shale
65.5,33.5,9.5,2,1.97,Shale
72.5,33.5,9.5,2,1.076,Shale
82.5,33.5,9.5,2,0.915,Shale
5.5,34.5,9.5,2,0.471,Shale
8.5,34.5,9.5,2,0.463,Shale
17.5,34.5,9.5,2,0.164,Shale
29.5,34.5,9.5,2,1.593,Shale
34.5,34.5,9.5,2,0.759,Shale
37.5,34.5,9.5,2,0.616,Shale
60.5,34.5,9.5,2,1.013,Shale
92.5,34.5,9.5,3,0.74,Breccia
10.5,35.5,9.5,2,0.547,Shale
33.5,35.5,9.5,2,0.621,Shale
50.5,35.5,9.5,2,0.835,Shale
67.5,35.5,9.5,2,1.101,Shale
73.5,35.5,9.5,2,0.464,Shale
74.5,35.5,9.5,2,1.316,Shale
79.5,35.5,9.5,1,0.465,Sandstone
84.5,35.5,9.5,2,4.572,Shale
92.5,35.5,9.5,3,0.869,Breccia
39.5,36.5,9.5,2,0.775,Shale
41.5,36.5,9.5,2,0.443,Shale
98.5,36.5,9.5,2,0.33,Shale
7.5,37.5,9.5,2,0.088,Shale
14.5,37.5,9.5,2,0.531,Shale
29.5,37.5,9.5,2,0.686,Shale
50.5,37.5,9.5,2,1.638,Shale
81.5,37.5,9.5,1,0.058,Sandstone
83.5,37.5,9.5,1,0.15,Sandstone
4.5,38.5,9.5,2,0.108,Shale
7.5,38.5,9.5,2,0.045,Shale
37.5,38.5,9.5,2,0.866,Shale
78.5,38.5,9.5,2,0.486,Shale
82.5,38.5,9.5,1,0.136,Sandstone
96.5,38.5,9.5,2,0.455,Shale
45.5,39.5,9.5,2,0.383,Shale
7.5,40.5,9.5,2,0.113,Shale
28.5,40.5,9.5,2,0.504,Shale
57.5,40.5,9.5,2,4.31,Shale
10.5,41.5,9.5,2,0.136,Shale
17.5,41.5,9.5,2,2.529,Shale
33.5,41.5,9.5,2,2.677,Shale
46.5,41.5,9.5,2,0.329,Shale
50.5,41.5,9.5,2,1.823,Shale
52.5,41.5,9.5,2,0.595,Shale
56.5,41.5,9.5,2,4.021,Shale
58.5,41.5,9.5,2,7.207,Shale
75.5,41.5,9.5,2,2.866,Shale
79.5,41.5,9.5,2,0.835,Shale
89.5,41.5,9.5,2,0.496,Shale
98.5,41.5,9.5,2,0.759,Shale
9.5,42.5,9.5,2,0.146,Shale
11.5,42.5,9.5,2,0.307,Shale
66.5,42.5,9.5,2,2.928,Shale
67.5,42.5,9.5,2,3.61,Shale
79.5,42.5,9.5,2,1.084,Shale
88.5,42.5,9.5,2,4.141,Shale
98.5,42.5,9.5,3,20.331,Breccia
31.5,43.5,9.5,2,0.842,Shale
67.5,43.5,9.5,2,4.079,Shale
72.5,43.5,9.5,2,3.193,Shale
88.5,43.5,9.5,2,3.899,Shale
99.5,43.5,9.5,3,46.075,Breccia
0.5,44.5,9.5,2,1.54,Shale
2.5,44.5,9.5,2,1.034,Shale
35.5,44.5,9.5,2,0.365,Shale
43.5,44.5,9.5,2,0.226,Shale
44.5,44.5,9.5,2,0.151,Shale
58.5,44.5,9.5,2,1.391,Shale
62.5,44.5,9.5,2,1.842,Shale
84.5,44.5,9.5,1,0.809,Sandstone
87.5,44.5,9.5,2,2.82,Shale
99.5,44.5,9.5,3,23.965,Breccia
32.5,45.5,9.5,2,1.741,Shale
46.5,45.5,9.5,2,0.292,Shale
74.5,45.5,9.5,2,1.015,Shale
22.5,46.5,9.5,2,0.927,Shale
44.5,46.5,9.5,2,0.233,Shale
47.5,46.5,9.5,2,0.227,Shale
58.5,46.5,9.5,2,0.621,Shale
85.5,46.5,9.5,1,0.483,Sandstone
90.5,46.5,9.5,2,1.109,Shale
99.5,46.5,9.5,3,10.182,Breccia
33.5,47.5,9.5,2,1.466,Shale
58.5,47.5,9.5,2,0.604,Shale
64.5,47.5,9.5,2,2.06,Shale
81.5,47.5,9.5,1,0.929,Sandstone
28.5,48.5,9.5,2,0.434,Shale
31.5,48.5,9.5,2,2.201,Shale
39.5,48.5,9.5,2,1.65,Shale
50.5,48.5,9.5,2,0.31,Shale
55.5,48.5,9.5,2,0.731,Shale
61.5,48.5,9.5,2,1.847,Shale
87.5,48.5,9.5,2,1.122,Shale
0.5,49.5,9.5,2,4.015,Shale
32.5,49.5,9.5,2,0.888,Shale
35.5,49.5,9.5,2,1.031,Shale
93.5,49.5,9.5,3,4.809,Breccia
46.5,50.5,9.5,2,0.796,Shale
50.5,50.5,9.5,2,0.101,Shale
59.5,50.5,9.5,2,0.652,Shale
70.5,50.5,9.5,2,2.188,Shale
71.5,50.5,9.5,2,1.566,Shale
82.5,50.5,9.5,1,0.53,Sandstone
88.5,50.5,9.5,1,0.453,Sandstone
93.5,50.5,9.5,3,8.487,Breccia
12.5,51.5,9.5,2,0.535,Shale
16.5,51.5,9.5,2,0.768,Shale
25.5,51.5,9.5,2,2.742,Shale
26.5,51.5,9.5,2,4.086,Shale
39.5,51.5,9.5,2,1.858,Shale
41.5,51.5,9.5,2,0.363,Shale
47.5,51.5,9.5,2,1.025,Shale
76.5,51.5,9.5,2,1.169,Shale
79.5,51.5,9.5,2,0.585,Shale
97.5,51.5,9.5,3,36.414,Breccia
34.5,52.5,9.5,2,2.828,Shale
59.5,52.5,9.5,2,0.623,Shale
64.5,52.5,9.5,2,0.827,Shale
70.5,52.5,9.5,2,2.739,Shale
79.5,52.5,9.5,2,0.431,Shale
97.5,52.5,9.5,3,17.082,Breccia
98.5,52.5,9.5,3,52.244,Breccia
0.5,53.5,9.5,2,3.936,Shale
15.5,53.5,9.5,2,0.848,Shale
17.5,53.5,9.5,2,0.592,Shale
19.5,53.5,9.5,2,2.002,Shale
20.5,53.5,9.5,2,3.967,Shale
24.5,53.5,9.5,2,2.742,Shale
51.5,53.5,9.5,2,0.328,Shale
67.5,53.5,9.5,2,1.582,Shale
96.5,53.5,9.5,3,14.331,Breccia
97.5,53.5,9.5,3,21.786,Breccia
2.5,54.5,9.5,2,3.925,Shale
4.5,54.5,9.5,2,4.743,Shale
8.5,54.5,9.5,2,0.998,Shale
9.5,54.5,9.5,2,0.314,Shale
12.5,54.5,9.5,2,0.555,Shale
21.5,54.5,9.5,2,2.087,Shale
24.5,54.5,9.5,2,3.678,Shale
33.5,54.5,9.5,2,4.19,Shale
42.5,54.5,9.5,2,1.78,Shale
45.5,54.5,9.5,2,2.865,Shale
53.5,54.5,9.5,2,0.166,Shale
72.5,54.5,9.5,2,1.878,Shale
78.5,54.5,9.5,2,1.153,Shale
90.5,54.5,9.5,1,0.575,Sandstone
1.5,55.5,9.5,2,0.943,Shale
4.5,55.5,9.5,2,3.764,Shale
21.5,55.5,9.5,2,1.851,Shale
28.5,55.5,9.5,2,3.021,Shale
40.5,55.5,9.5,2,3.061,Shale
45.5,55.5,9.5,2,0.742,Shale
73.5,55.5,9.5,2,2.724,Shale
76.5,55.5,9.5,2,2.239,Shale
84.5,55.5,9.5,2,1.282,Shale
2.5,56.5,9.5,2,1.347,Shale
20.5,56.5,9.5,2,0.344,Shale
49.5,56.5,9.5,2,0.985,Shale
61.5,56.5,9.5,2,0.432,Shale
63.5,56.5,9.5,2,0.445,Shale
76.5,56.5,9.5,2,2.704,Shale
86.5,56.5,9.5,2,2.991,Shale
99.5,56.5,9.5,3,8.727,Breccia
1.5,57.5,9.5,2,0.596,Shale
5.5,57.5,9.5,2,3.459,Shale
13.5,57.5,9.5,2,0.317,Shale
44.5,57.5,9.5,2,2.103,Shale
64.5,57.5,9.5,2,0.297,Shale
67.5,57.5,9.5,2,0.106,Shale
69.5,57.5,9.5,2,1.51,Shale
75.5,57.5,9.5,2,1.89,Shale
77.5,57.5,9.5,2,2.677,Shale
80.5,57.5,9.5,2,1.36,Shale
82.5,57.5,9.5,2,1.035,Shale
91.5,57.5,9.5,1,0.64,Sandstone
6.5,58.5,9.5,2,4.2,Shale
32.5,58.5,9.5,2,2.128,Shale
40.5,58.5,9.5,2,3.023,Shale
56.5,58.5,9.5,3,1.162,Breccia
57.5,58.5,9.5,3,2.697,Breccia
68.5,58.5,9.5,2,0.162,Shale
79.5,58.5,9.5,2,2.116,Shale
87.5,58.5,9.5,1,0.082,Sandstone
98.5,58.5,9.5,3,8.737,Breccia
0.5,59.5,9.5,2,1.433,Shale
5.5,59.5,9.5,2,5.949,Shale
17.5,59.5,9.5,2,0.255,Shale
45.5,59.5,9.5,2,1.562,Shale
83.5,59.5,9.5,2,2.256,Shale
88.5,59.5,9.5,2,0.497,Shale
23.5,60.5,9.5,3,9.719,Breccia
96.5,60.5,9.5,3,19.752,Breccia
17.5,61.5,9.5,2,0.417,Shale
44.5,61.5,9.5,2,1.545,Shale
45.5,61.5,9.5,2,1.076,Shale
47.5,61.5,9.5,2,0.367,Shale
49.5,61.5,9.5,2,0.673,Shale
73.5,61.5,9.5,2,0.982,Shale
89.5,61.5,9.5,2,0.792,Shale
7.5,62.5,9.5,2,1.945,Shale
22.5,62.5,9.5,2,1.163,Shale
24.5,62.5,9.5,3,4.186,Breccia
39.5,62.5,9.5,2,3.78,Shale
41.5,62.5,9.5,2,1.35,Shale
49.5,62.5,9.5,2,0.472,Shale
53.5,62.5,9.5,2,0.258,Shale
79.5,62.5,9.5,2,2.516,Shale
5.5,63.5,9.5,2,0.897,Shale
19.5,63.5,9.5,2,0.404,Shale
33.5,63.5,9.5,2,0.483,Shale
38.5,63.5,9.5,2,2.879,Shale
40.5,63.5,9.5,2,2.289,Shale
48.5,63.5,9.5,2,1.397,Shale
58.5,63.5,9.5,2,0.393,Shale
79.5,63.5,9.5,2,1.555,Shale
84.5,63.5,9.5,2,0.631,Shale
14.5,64.5,9.5,2,0.936,Shale
29.5,64.5,9.5,2,1.093,Shale
53.5,64.5,9.5,2,0.864,Shale
55.5,64.5,9.5,2,0.957,Shale
62.5,64.5,9.5,2,0.224,Shale
83.5,64.5,9.5,2,1.743,Shale
10.5,65.5,9.5,2,2.535,Shale
24.5,65.5,9.5,3,4.103,Breccia
38.5,65.5,9.5,2,0.791,Shale
41.5,65.5,9.5,2,1.925,Shale
42.5,65.5,9.5,2,0.753,Shale
61.5,65.5,9.5,2,0.299,Shale
86.5,65.5,9.5,2,1.591,Shale
96.5,65.5,9.5,3,10.161,Breccia
98.5,65.5,9.5,3,10.631,Breccia
3.5,66.5,9.5,2,1.198,Shale
5.5,66.5,9.5,2,0.761,Shale
7.5,66.5,9.5,2,0.871,Shale
11.5,66.5,9.5,2,3.716,Shale
29.5,66.5,9.5,2,0.864,Shale
30.5,66.5,9.5,2,1.351,Shale
37.5,66.5,9.5,2,0.266,Shale
85.5,66.5,9.5,2,0.911,Shale
88.5,66.5,9.5,2,0.642,Shale
16.5,67.5,9.5,2,2.188,Shale
34.5,67.5,9.5,2,0.702,Shale
48.5,67.5,9.5,2,0.968,Shale
52.5,67.5,9.5,2,0.995,Shale
85.5,67.5,9.5,2,0.785,Shale
90.5,67.5,9.5,2,0.705,Shale
15.5,68.5,9.5,3,10.337,Breccia
20.5,68.5,9.5,2,1.007,Shale
22.5,68.5,9.5,2,1.501,Shale
29.5,68.5,9.5,2,0.529,Shale
30.5,68.5,9.5,2,0.444,Shale
32.5,68.5,9.5,3,4.718,Breccia
34.5,68.5,9.5,3,4.142,Breccia
38.5,68.5,9.5,2,0.156,Shale
93.5,68.5,9.5,1,0.599,Sandstone
94.5,68.5,9.5,1,0.645,Sandstone
0.5,69.5,9.5,2,0.443,Shale
2.5,69.5,9.5,2,0.283,Shale
16.5,69.5,9.5,3,6.662,Breccia
20.5,69.5,9.5,2,0.936,Shale
56.5,69.5,9.5,1,0.545,Sandstone
59.5,69.5,9.5,1,0.554,Sandstone
64.5,69.5,9.5,2,0.645,Shale
65.5,69.5,9.5,2,0.734,Shale
77.5,69.5,9.5,2,1.661,Shale
79.5,69.5,9.5,2,0.921,Shale
87.5,69.5,9.5,2,0.981,Shale
90.5,69.5,9.5,2,0.628,Shale
92.5,69.5,9.5,1,0.852,Sandstone
93.5,69.5,9.5,1,0.763,Sandstone
97.5,69.5,9.5,3,10.396,Breccia
29.5,70.5,9.5,2,0.709,Shale
35.5,70.5,9.5,2,0.494,Shale
41.5,70.5,9.5,2,2.131,Shale
72.5,70.5,9.5,2,1.113,Shale
81.5,70.5,9.5,2,1.005,Shale
85.5,70.5,9.5,2,1.007,Shale
88.5,70.5,9.5,2,0.675,Shale
92.5,70.5,9.5,1,0.754,Sandstone
1.5,71.5,9.5,2,1.169,Shale
9.5,71.5,9.5,2,1.335,Shale
18.5,71.5,9.5,2,1.004,Shale
22.5,71.5,9.5,2,1.786,Shale
30.5,71.5,9.5,2,2.236,Shale
33.5,71.5,9.5,2,0.303,Shale
35.5,71.5,9.5,2,0.504,Shale
44.5,71.5,9.5,2,1.063,Shale
45.5,71.5,9.5,2,0.357,Shale
48.5,71.5,9.5,2,1.38,Shale
50.5,71.5,9.5,2,0.678,Shale
54.5,71.5,9.5,2,1.818,Shale
81.5,71.5,9.5,2,1.059,Shale
19.5,72.5,9.5,2,0.274,Shale
37.5,72.5,9.5,2,0.386,Shale
82.5,72.5,9.5,2,1.451,Shale
91.5,72.5,9.5,2,3.378,Shale
96.5,72.5,9.5,3,14.648,Breccia
5.5,73.5,9.5,2,1.032,Shale
23.5,73.5,9.5,2,0.59,Shale
43.5,73.5,9.5,2,0.608,Shale
45.5,73.5,9.5,2,1.606,Shale
46.5,73.5,9.5,2,1.284,Shale
77.5,73.5,9.5,2,0.836,Shale
82.5,73.5,9.5,2,1.327,Shale
85.5,73.5,9.5,2,1.492,Shale
94.5,73.5,9.5,2,1.072,Shale
95.5,73.5,9.5,3,11.115,Breccia
2.5,74.5,9.5,2,0.8,Shale
3.5,74.5,9.5,2,0.679,Shale
10.5,74.5,9.5,2,1.197,Shale
20.5,74.5,9.5,1,0.384,Sandstone
49.5,74.5,9.5,2,0.927,Shale
54.5,74.5,9.5,2,0.989,Shale
56.5,74.5,9.5,1,0.454,Sandstone
58.5,74.5,9.5,1,0.646,Sandstone
71.5,74.5,9.5,2,1.802,Shale
83.5,74.5,9.5,2,0.268,Shale
41.5,75.5,9.5,2,0.21,Shale
56.5,75.5,9.5,1,0.286,Sandstone
59.5,75.5,9.5,1,0.576,Sandstone
64.5,75.5,9.5,1,0.712,Sandstone
68.5,75.5,9.5,2,3.177,Shale
72.5,75.5,9.5,2,3.936,Shale
83.5,75.5,9.5,2,0.257,Shale
90.5,75.5,9.5,2,1.222,Shale
95.5,75.5,9.5,1,0.971,Sandstone
8.5,76.5,9.5,2,1.377,Shale
27.5,76.5,9.5,2,0.278,Shale
42.5,76.5,9.5,2,0.847,Shale
53.5,76.5,9.5,2,2.696,Shale
82.5,76.5,9.5,3,1.984,Breccia
84.5,76.5,9.5,2,0.564,Shale
25.5,77.5,9.5,2,0.366,Shale
37.5,77.5,9.5,2,0.962,Shale
38.5,77.5,9.5,2,1.446,Shale
39.5,77.5,9.5,2,0.474,Shale
47.5,77.5,9.5,2,0.416,Shale
84.5,77.5,9.5,2,1.2,Shale
86.5,77.5,9.5,2,0.411,Shale
7.5,78.5,9.5,2,1.136,Shale
15.5,78.5,9.5,2,0.198,Shale
24.5,78.5,9.5,2,0.497,Shale
40.5,78.5,9.5,2,0.628,Shale
69.5,78.5,9.5,2,0.966,Shale
71.5,78.5,9.5,2,0.567,Shale
96.5,78.5,9.5,1,0.701,Sandstone
15.5,79.5,9.5,2,1.446,Shale
18.5,79.5,9.5,3,3.91,Breccia
19.5,79.5,9.5,3,2.843,Breccia
23.5,79.5,9.5,2,0.421,Shale
43.5,79.5,9.5,2,1.506,Shale
67.5,79.5,9.5,1,0.276,Sandstone
69.5,79.5,9.5,2,1.469,Shale
73.5,79.5,9.5,2,0.24,Shale
86.5,79.5,9.5,2,0.403,Shale
2.5,80.5,9.5,2,0.127,Shale
5.5,80.5,9.5,2,0.116,Shale
11.5,80.5,9.5,2,1.388,Shale
25.5,80.5,9.5,2,0.128,Shale
27.5,80.5,9.5,2,0.138,Shale
35.5,80.5,9.5,2,0.741,Shale
43.5,80.5,9.5,2,1.016,Shale
62.5,80.5,9.5,1,0.469,Sandstone
78.5,80.5,9.5,2,1.288,Shale
86.5,80.5,9.5,2,1.698,Shale
90.5,80.5,9.5,2,0.763,Shale
93.5,80.5,9.5,2,0.241,Shale
96.5,80.5,9.5,1,0.597,Sandstone
14.5,81.5,9.5,3,1.424,Breccia
16.5,81.5,9.5,3,4.063,Breccia
43.5,81.5,9.5,2,1.286,Shale
61.5,81.5,9.5,1,0.431,Sandstone
73.5,81.5,9.5,2,0.804,Shale
85.5,81.5,9.5,2,0.822,Shale
3.5,82.5,9.5,2,0.942,Shale
30.5,82.5,9.5,2,0.701,Shale
43.5,82.5,9.5,2,4.566,Shale
13.5,83.5,9.5,3,1.869,Breccia
23.5,83.5,9.5,3,6.586,Breccia
38.5,83.5,9.5,2,0.609,Shale
66.5,83.5,9.5,1,0.948,Sandstone
68.5,83.5,9.5,1,0.302,Sandstone
71.5,83.5,9.5,2,3.495,Shale
72.5,83.5,9.5,2,0.881,Shale
12.5,84.5,9.5,3,5.868,Breccia
21.5,84.5,9.5,3,8.569,Breccia
22.5,84.5,9.5,3,7.478,Breccia
40.5,84.5,9.5,2,1.038,Shale
47.5,84.5,9.5,3,8.976,Breccia
50.5,84.5,9.5,2,0.883,Shale
59.5,84.5,9.5,1,0.708,Sandstone
72.5,84.5,9.5,2,4.466,Shale
80.5,84.5,9.5,2,0.341,Shale
16.5,85.5,9.5,3,6.48,Breccia
54.5,85.5,9.5,3,7.156,Breccia
69.5,85.5,9.5,1,0.861,Sandstone
94.5,85.5,9.5,1,0.224,Sandstone
7.5,86.5,9.5,1,0.862,Sandstone
14.5,86.5,9.5,1,0.98,Sandstone
41.5,86.5,9.5,2,1.186,Shale
44.5,86.5,9.5,2,0.528,Shale
46.5,86.5,9.5,3,3.32,Breccia
52.5,86.5,9.5,3,22.205,Breccia
57.5,86.5,9.5,1,0.402,Sandstone
63.5,86.5,9.5,2,0.679,Shale
70.5,86.5,9.5,2,12.645,Shale
97.5,86.5,9.5,1,0.404,Sandstone
0.5,87.5,9.5,3,9.169,Breccia
1.5,87.5,9.5,3,11.169,Breccia
7.5,87.5,9.5,1,0.599,Sandstone
17.5,87.5,9.5,3,31.627,Breccia
20.5,87.5,9.5,3,54.523,Breccia
22.5,87.5,9.5,3,16.72,Breccia
32.5,87.5,9.5,2,1.559,Shale
39.5,87.5,9.5,2,1.507,Shale
51.5,87.5,9.5,3,8.399,Breccia
65.5,87.5,9.5,2,1.667,Shale
66.5,87.5,9.5,2,3.084,Shale
77.5,87.5,9.5,1,0.259,Sandstone
18.5,88.5,9.5,3,25.341,Breccia
34.5,88.5,9.5,2,0.867,Shale
75.5,88.5,9.5,1,0.478,Sandstone
92.5,88.5,9.5,2,1.182,Shale
96.5,88.5,9.5,2,0.562,Shale
11.5,89.5,9.5,3,2.657,Breccia
26.5,89.5,9.5,3,5.111,Breccia
43.5,89.5,9.5,2,0.392,Shale
60.5,89.5,9.5,1,0.347,Sandstone
63.5,89.5,9.5,2,1.604,Shale
69.5,89.5,9.5,2,3.126,Shale
88.5,89.5,9.5,3,6.409,Breccia
33.5,90.5,9.5,2,1.759,Shale
35.5,90.5,9.5,2,5.497,Shale
50.5,90.5,9.5,2,1.156,Shale
57.5,90.5,9.5,1,0.209,Sandstone
80.5,90.5,9.5,1,0.418,Sandstone
14.5,91.5,9.5,3,2.973,Breccia
26.5,91.5,9.5,3,2.192,Breccia
35.5,91.5,9.5,2,3.292,Shale
40.5,91.5,9.5,2,0.944,Shale
54.5,91.5,9.5,3,5.548,Breccia
75.5,91.5,9.5,1,0.641,Sandstone
86.5,91.5,9.5,3,31.668,Breccia
90.5,91.5,9.5,3,14.978,Breccia
94.5,91.5,9.5,2,0.144,Shale
95.5,91.5,9.5,2,0.46,Shale
6.5,92.5,9.5,1,0.358,Sandstone
7.5,92.5,9.5,1,0.576,Sandstone
19.5,92.5,9.5,3,16.77,Breccia
21.5,92.5,9.5,3,16.957,Breccia
29.5,92.5,9.5,3,5.866,Breccia
49.5,92.5,9.5,2,1.671,Shale
56.5,92.5,9.5,1,0.043,Sandstone
59.5,92.5,9.5,2,0.482,Shale
61.5,92.5,9.5,2,0.692,Shale
67.5,92.5,9.5,2,1.772,Shale
87.5,92.5,9.5,3,5.25,Breccia
6.5,93.5,9.5,1,0.263,Sandstone
26.5,93.5,9.5,3,2.23,Breccia
39.5,93.5,9.5,2,0.799,Shale
59.5,93.5,9.5,2,1.381,Shale
72.5,93.5,9.5,2,3.173,Shale
34.5,94.5,9.5,2,1.665,Shale
61.5,94.5,9.5,2,2.252,Shale
66.5,94.5,9.5,2,2.306,Shale
70.5,94.5,9.5,2,0.936,Shale
82.5,94.5,9.5,1,0.836,Sandstone
90.5,94.5,9.5,2,0.537,Shale
93.5,94.5,9.5,2,0.746,Shale
97.5,94.5,9.5,2,0.414,Shale
16.5,95.5,9.5,1,0.842,Sandstone
18.5,95.5,9.5,3,5.92,Breccia
41.5,95.5,9.5,2,0.829,Shale
53.5,95.5,9.5,2,1.658,Shale
57.5,95.5,9.5,2,1.217,Shale
66.5,95.5,9.5,2,3.407,Shale
72.5,95.5,9.5,2,12.667,Shale
98.5,95.5,9.5,2,0.722,Shale
16.5,96.5,9.5,1,0.896,Sandstone
18.5,96.5,9.5,1,0.738,Sandstone
33.5,96.5,9.5,2,0.577,Shale
43.5,96.5,9.5,2,1.362,Shale
48.5,96.5,9.5,2,0.47,Shale
80.5,96.5,9.5,1,0.291,Sandstone
82.5,96.5,9.5,1,0.531,Sandstone
84.5,96.5,9.5,1,0.947,Sandstone
86.5,96.5,9.5,1,0.825,Sandstone
89.5,96.5,9.5,2,0.77,Shale
2.5,97.5,9.5,3,6.238,Breccia
7.5,97.5,9.5,1,0.791,Sandstone
9.5,97.5,9.5,1,0.502,Sandstone
10.5,97.5,9.5,1,0.529,Sandstone
26.5,97.5,9.5,3,3.206,Breccia
47.5,97.5,9.5,2,0.451,Shale
52.5,97.5,9.5,2,0.583,Shale
57.5,97.5,9.5,2,0.2,Shale
67.5,97.5,9.5,2,0.444,Shale
68.5,97.5,9.5,2,0.721,Shale
80.5,97.5,9.5,1,0.59,Sandstone
8.5,98.5,9.5,1,0.419,Sandstone
37.5,98.5,9.5,2,5.787,Shale
40.5,98.5,9.5,2,2.417,Shale
51.5,98.5,9.5,2,0.376,Shale
54.5,98.5,9.5,2,0.983,Shale
55.5,98.5,9.5,2,0.767,Shale
76.5,98.5,9.5,1,0.064,Sandstone
81.5,98.5,9.5,1,0.66,Sandstone
6.5,99.5,9.5,1,0.912,Sandstone
7.5,99.5,9.5,1,0.794,Sandstone
11.5,99.5,9.5,1,0.615,Sandstone
13.5,99.5,9.5,1,0.622,Sandstone
17.5,99.5,9.5,1,0.87,Sandstone
18.5,99.5,9.5,1,0.512,Sandstone
21.5,99.5,9.5,3,1.591,Breccia
29.5,99.5,9.5,2,0.707,Shale
30.5,99.5,9.5,2,0.575,Shale
35.5,99.5,9.5,2,1.18,Shale
40.5,99.5,9.5,2,3.543,Shale
50.5,99.5,9.5,1,0.447,Sandstone
56.5,99.5,9.5,2,0.207,Shale
59.5,99.5,9.5,2,0.401,Shale
64.5,99.5,9.5,2,1.646,Shale
78.5,99.5,9.5,1,0.453,Sandstone
31.5,0.5,10.5,2,0.729,Shale
39.5,0.5,10.5,3,0.499,Breccia
54.5,0.5,10.5,1,0.322,Sandstone
65.5,0.5,10.5,1,0.388,Sandstone
83.5,0.5,10.5,2,1.945,Shale
84.5,0.5,10.5,2,2.334,Shale
88.5,0.5,10.5,2,0.411,Shale
89.5,0.5,10.5,2,0.491,Shale
90.5,0.5,10.5,2,0.455,Shale
93.5,0.5,10.5,2,0.898,Shale
19.5,1.5,10.5,1,0.893,Sandstone
23.5,1.5,10.5,2,1.263,Shale
27.5,1.5,10.5,2,0.644,Shale
45.5,1.5,10.5,3,1.112,Breccia
49.5,1.5,10.5,3,1.64,Breccia
55.5,1.5,10.5,1,0.778,Sandstone
78.5,1.5,10.5,2,2.261,Shale
86.5,1.5,10.5,2,0.991,Shale
98.5,1.5,10.5,2,1.944,Shale
0.5,2.5,10.5,1,0.473,Sandstone
9.5,2.5,10.5,1,0.792,Sandstone
17.5,2.5,10.5,1,0.723,Sandstone
49.5,2.5,10.5,1,0.47,Sandstone
50.5,2.5,10.5,1,0.327,Sandstone
64.5,2.5,10.5,1,0.088,Sandstone
65.5,2.5,10.5,1,0.249,Sandstone
69.5,2.5,10.5,2,0.171,Shale
0.5,3.5,10.5,1,0.692,Sandstone
17.5,3.5,10.5,2,0.16,Shale
19.5,3.5,10.5,1,0.804,Sandstone
24.5,3.5,10.5,2,0.423,Shale
45.5,3.5,10.5,3,2.434,Breccia
95.5,3.5,10.5,2,0.629,Shale
96.5,3.5,10.5,2,0.909,Shale
97.5,3.5,10.5,2,0.752,Shale
2.5,4.5,10.5,1,0.651,Sandstone
9.5,4.5,10.5,1,0.274,Sandstone
12.5,4.5,10.5,1,0.954,Sandstone
17.5,4.5,10.5,2,0.141,Shale
30.5,4.5,10.5,2,1.154,Shale
56.5,4.5,10.5,1,0.23,Sandstone
